,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,uid
1913,,,21,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,210292.0
2174,,,1,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,239652.0
2175,,,20,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,239655.0
2193,,,26,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,240530.0
1621,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,177549.0
1460,,,18,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,162756.0
1070,,,22,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,116310.0
1009,,,23,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,110427.0
1825,,,16,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,200525.0
1257,,,1,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,138074.0
522,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,56579.0
50,,,29,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,5850.0
75,,,10,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,8236.0
1246,,,29,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,136922.0
1676,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,182951.0
1104,,,30,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,119645.0
301,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,35266.0
1663,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,181345.0
1995,,,16,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,219784.0
1737,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,190349.0
2207,,,20,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,241779.0
787,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,87299.0
661,,,9,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,72624.0
43,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,5548.0
1710,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,185974.0
1860,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,204027.0
464,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,49874.0
1916,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,210387.0
940,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,104681.0
830,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,93509.0
2096,,,24,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,232100.0
1793,,,26,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,196568.0
336,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,38936.0
78,,,24,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,8281.0
389,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,43479.0
21,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,2320.0
2313,,,19,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,252940.0
1828,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,201075.0
80,,,10,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,8311.0
1387,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,152989.0
2152,,,17,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,237081.0
711,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,78673.0
2243,,,20,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,245056.0
1526,,,31,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,169327.0
773,,,17,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,85724.0
1950,,,24,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,214278.0
812,,,23,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,90717.0
415,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,45212.0
2383,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,261482.0
1347,,,26,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,147749.0
635,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,70167.0
1741,,,4,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,191021.0
1870,,,12,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,204853.0
1111,,,21,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,120277.0
1358,,,31,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,149445.0
1858,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,203773.0
2099,,,29,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,232614.0
2330,,,14,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,254961.0
1425,,,22,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,158799.0
306,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,36019.0
2014,,,11,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,222836.0
751,,,7,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,82580.0
2377,,,14,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,261346.0
2027,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,224651.0
1837,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,202156.0
1749,,,5,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,191794.0
1990,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,219402.0
1790,,,9,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,196311.0
1651,,,5,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,180083.0
2026,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,224581.0
2013,,,8,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,222765.0
2114,,,25,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,233725.0
2001,,,4,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,220504.0
675,,,2,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,73812.0
519,,,19,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,56332.0
1145,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,125587.0
1306,,,3,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,143651.0
719,,,26,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,79310.0
854,,,3,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,96262.0
2133,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,235667.0
298,,,27,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,34921.0
1658,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,180682.0
2167,,,11,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,238592.0
1554,,,17,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,171545.0
775,,,9,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,86225.0
358,,,17,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,40473.0
1627,,,22,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,177969.0
358,,,17,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,40473.0
1483,,,27,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,164794.0
1884,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,206268.0
1137,,,10,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,124460.0
1006,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,110237.0
534,,,16,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,57983.0
1934,,,2,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,212245.0
1772,,,5,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,194503.0
787,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,87299.0
36,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,4491.0
677,,,19,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,73831.0
1856,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,203677.0
1716,,,15,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,187420.0
768,,,11,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,84719.0
1589,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,174729.0
1535,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,170131.0
315,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,36598.0
2067,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,228945.0
646,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,71359.0
1064,,,20,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,115469.0
1433,,,12,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,159670.0
2252,,,9,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,245861.0
1153,,,13,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,126354.0
1165,,,30,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,128052.0
605,,,27,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,66292.0
1073,,,1,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,116932.0
698,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,76777.0
632,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,70003.0
1553,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,171382.0
929,,,27,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,104009.0
1579,,,31,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,174157.0
1742,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,191068.0
1655,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,180436.0
2051,,,28,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,227631.0
1603,,,16,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,175726.0
1128,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,123154.0
392,,,25,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,43634.0
1991,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,219475.0
1136,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,124426.0
2335,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,255885.0
308,,,24,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,36144.0
408,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,44701.0
169,,,14,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,19135.0
199,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,23082.0
1257,,,1,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,138074.0
1355,,,22,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,149040.0
1637,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,178476.0
1226,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,134876.0
563,,,24,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,61524.0
1379,,,26,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,152525.0
1665,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,181550.0
1315,,,21,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,144756.0
1575,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,173902.0
1485,,,19,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,164870.0
1480,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,164616.0
1999,,,23,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,220384.0
24,,,10,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,3187.0
1149,,,29,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,126066.0
1864,,,22,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,204367.0
273,,,5,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,32337.0
2355,,,5,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,258116.0
2263,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,247086.0
749,,,26,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,82213.0
45,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,5613.0
867,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,97635.0
2191,,,1,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,240312.0
458,,,9,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,49253.0
65,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,7251.0
1502,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,167091.0
1590,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,174733.0
1869,,,10,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,204844.0
1569,,,11,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,173056.0
1609,,,20,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,176243.0
1025,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,112116.0
430,,,25,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,46842.0
1360,,,24,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,149630.0
1829,,,5,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,201081.0
2369,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,259652.0
1693,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,184057.0
148,,,7,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,16452.0
396,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,43690.0
1740,,,29,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,190835.0
230,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,27729.0
703,,,25,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,77553.0
1582,,,19,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,174299.0
1276,,,10,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,139383.0
611,,,13,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,67341.0
2012,,,7,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,222742.0
1772,,,5,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,194503.0
499,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,53402.0
2367,,,25,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,259438.0
2079,,,15,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,230154.0
776,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,86295.0
2299,,,2,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,250579.0
700,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,77148.0
1676,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,182951.0
1942,,,7,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,213060.0
778,,,27,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,86498.0
1354,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,148967.0
2291,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,249593.0
4,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,618.0
1762,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,193384.0
1189,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,130653.0
1728,,,11,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,188724.0
1960,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,215477.0
2183,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,240087.0
420,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,46161.0
1653,,,4,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,180207.0
1392,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,153866.0
182,,,19,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,21452.0
587,,,6,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,64858.0
805,,,4,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,89432.0
725,,,7,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,79912.0
1672,,,1,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,182605.0
1638,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,178529.0
37,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,4631.0
1773,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,194691.0
1611,,,12,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,176284.0
129,,,10,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,14488.0
2,,,20,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,386.0
544,,,29,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,59763.0
258,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,31113.0
265,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,31774.0
457,,,4,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,49135.0
1153,,,13,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,126354.0
817,,,8,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,91693.0
294,,,9,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,34064.0
586,,,22,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,64816.0
2105,,,26,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,232943.0
1107,,,28,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,119730.0
1265,,,21,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,138721.0
2031,,,12,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,225206.0
1106,,,12,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,119723.0
1565,,,9,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,172385.0
613,,,18,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,67539.0
588,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,64869.0
1634,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,178409.0
1159,,,5,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,127044.0
1281,,,15,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,139948.0
863,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,97310.0
225,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,27261.0
371,,,6,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,41716.0
1514,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,167917.0
1869,,,10,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,204844.0
1721,,,23,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,187914.0
374,,,16,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,42317.0
1289,,,8,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,141116.0
1196,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,131279.0
660,,,28,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,72605.0
453,,,10,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,48809.0
842,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,94775.0
1705,,,28,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,185266.0
1797,,,3,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,197106.0
327,,,24,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,38005.0
1566,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,172511.0
843,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,94848.0
1237,,,11,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,136223.0
1560,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,172022.0
1782,,,22,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,195888.0
536,,,14,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,58353.0
1999,,,23,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,220384.0
459,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,49364.0
2315,,,3,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,253123.0
2129,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,235521.0
1440,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,160311.0
1719,,,12,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,187680.0
2101,,,10,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,232659.0
2130,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,235544.0
597,,,26,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,65496.0
1473,,,18,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,163791.0
347,,,15,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,39563.0
42,,,16,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,5260.0
1790,,,9,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,196311.0
1703,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,185223.0
1286,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,140732.0
26,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,3391.0
1953,,,22,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,214576.0
405,,,24,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,44598.0
756,,,21,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,83431.0
1058,,,31,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,114953.0
1950,,,24,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,214278.0
2181,,,18,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,239935.0
740,,,6,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,81329.0
1100,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,119237.0
720,,,30,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,79315.0
102,,,20,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,11612.0
1733,,,6,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,189851.0
1845,,,29,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,202480.0
638,,,27,,,,,,,,,,,,,,19.0,,65.0,,,,,,,,,,,70626.0
2107,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,233124.0
1203,,,27,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,131828.0
1763,,,30,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,193588.0
1061,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,115167.0
722,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,79591.0
2150,,,23,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,236899.0
1333,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,146568.0
246,,,9,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,29364.0
1404,,,23,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,155090.0
1287,,,25,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,141047.0
1248,,,18,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,136969.0
642,,,19,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,71105.0
165,,,13,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,18665.0
1905,,,16,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,209247.0
591,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,65117.0
1897,,,11,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,208340.0
1260,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,138237.0
805,,,4,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,89432.0
697,,,26,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,76461.0
844,,,9,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,94900.0
2233,,,7,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,243966.0
2385,,,11,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,261725.0
1910,,,7,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,209861.0
2389,,,27,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,262052.0
476,,,1,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,51533.0
1987,,,28,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,218696.0
1516,,,25,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,168189.0
2365,,,17,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,259314.0
1397,,,16,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,154248.0
870,,,14,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,97796.0
459,,,5,,,,,,,,,,,,,,19.0,,330.0,,,,,,,,,,,49364.0
951,,,16,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,105597.0
463,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,49631.0
191,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,21917.0
1366,,,11,,,,,,,,,,,,,,19.0,,236.0,,,,,,,,,,,150255.0
879,,,4,,,,,,,,,,,,,,19.0,,380.0,,,,,,,,,,,98701.0
804,,,30,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,89406.0
1648,,,3,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,179879.0
2152,,,17,,,,,,,,,,,,,,19.0,,272.0,,,,,,,,,,,237081.0
54,,,22,,,,,,,,,,,,,,19.0,,489.0,,,,,,,,,,,6364.0
